PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
CHEBI:16856	chemical-affects	GSTO2	DrugBank			http://pathwaycommons.org/pc12/Control_6cf340a613f001ae0ea245fefba3edb8;http://pathwaycommons.org/pc12/BiochemicalReaction_9c634ef20283313a95aa984ffae95846
CHEBI:16856	chemical-affects	GSTP1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_1037906bb90f085f792804ae07aa1740;http://pathwaycommons.org/pc12/Control_f83c1ce5bbee4828fc989d1399b3996a
CHEBI:16856	chemical-affects	GSTT1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_4bb98fed8351c81fa41ee48e4dbf2cf7;http://pathwaycommons.org/pc12/Control_9f216dc10f5944b9a9ced035e55038ea
CHEBI:16856	chemical-affects	GSTZ1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_5acd5780754ec24ce6919cd10355d43f;http://pathwaycommons.org/pc12/Control_3966100e2d41b6ed7ae5313ffa971df3
CHEBI:16856	chemical-affects	HAGH	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_eacc347c11a34e6f916cd4b1f47c1615;http://pathwaycommons.org/pc12/Control_2542199a960ae86c0c0c8884346a313c
CHEBI:16856	chemical-affects	HPGDS	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_316983b441775de2271bfe096ab87b13;http://pathwaycommons.org/pc12/Control_4bb75215b5d388b0fc1e09eef89dadee
CHEBI:16856	chemical-affects	LTC4S	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_2b2247af4755fd51928348cdd158d030;http://pathwaycommons.org/pc12/Control_2beffca012466fe05e6cfc909b7c699c
CHEBI:16856	chemical-affects	MGST1	DrugBank			http://pathwaycommons.org/pc12/Control_3a764352276870a554d28f90e315c81d;http://pathwaycommons.org/pc12/BiochemicalReaction_5bf9eb4f92a83636688546e7886af138
CHEBI:16856	chemical-affects	MGST2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_81fb35e46444604ebe3d270aca30fd75;http://pathwaycommons.org/pc12/Control_0c36c6da091ceabd820e3b849994e398
CHEBI:16856	chemical-affects	MGST3	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_97b1eed7718ebe80072763796af4d7b1;http://pathwaycommons.org/pc12/Control_73d5f10c45edaa5b5574c60ff997bd6c
CHEBI:16856	chemical-affects	MMP9	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_1b62a7ba413cffef0c6320f7bec5120c;http://pathwaycommons.org/pc12/Control_4cec150ba610d128a25217253761ed81
CHEBI:16856	chemical-affects	TXNDC12	DrugBank			http://pathwaycommons.org/pc12/Control_3de1817b479066855cf02f25b1ce735c;http://pathwaycommons.org/pc12/BiochemicalReaction_b2e7cdb7c9d96551b59cea80bdd05cc2
CHEBI:16857	chemical-affects	TARS2	DrugBank			http://pathwaycommons.org/pc12/Control_90c305b1820f603b8e30f655690f201f;http://pathwaycommons.org/pc12/BiochemicalReaction_9de057c8b7d9183db58f00f3dcbb5c01
CHEBI:16857	chemical-affects	TARS	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_ced0a10c12e6bac3c2910b7d39c1d09d;http://pathwaycommons.org/pc12/Control_4765f860e76c183baa5a52f1edcfde7d
CHEBI:16857	chemical-affects	THNSL1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_3829eed9c8273a2685c47573080ab000;http://pathwaycommons.org/pc12/Control_18d95222e260efe79aaaaff7aaaeface
CHEBI:16865	chemical-affects	GABBR1	DrugBank			http://pathwaycommons.org/pc12/Control_14730f8b251b89b9b647103ecd649f97;http://pathwaycommons.org/pc12/BiochemicalReaction_7ab714b4a7c280e58232187c64ebe32a
CHEBI:16865	chemical-affects	GABBR2	DrugBank			http://pathwaycommons.org/pc12/Control_2c02dda7cdc354dfbeff8fd51eb77984;http://pathwaycommons.org/pc12/BiochemicalReaction_4a6fe3e00b45f951643a32f6597b858b
CHEBI:16865	chemical-affects	GATM	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_29ef4a16fa2708661d52fd425cb8f28e;http://pathwaycommons.org/pc12/Control_96e32ec54f8fc41c0f26482ebe0eec5c
CHEBI:16867	chemical-affects	METAP2	DrugBank			http://pathwaycommons.org/pc12/Control_7eedaffeedf09205e7c934e74b4cc023;http://pathwaycommons.org/pc12/BiochemicalReaction_de10d73e881aff774c498f12ea72b828
CHEBI:16870	chemical-affects	GM2A	DrugBank			http://pathwaycommons.org/pc12/Control_a9b23028dfc2dd3c86f7dbaec93a5a6c;http://pathwaycommons.org/pc12/BiochemicalReaction_e22cd92f5752f197aa602996cc4a7db4
CHEBI:16908	chemical-affects	AASS	DrugBank			http://pathwaycommons.org/pc12/Control_23f2e0d02c7102b24ec63b6740be9dd0;http://pathwaycommons.org/pc12/BiochemicalReaction_045104284430a2a9f5fd007489efe9d8
CHEBI:16908	chemical-affects	ACADS	DrugBank			http://pathwaycommons.org/pc12/Control_b39e170ff66f760599282a68ef978ff6;http://pathwaycommons.org/pc12/BiochemicalReaction_91ccfe0d6b92ede334767e31643b0567
CHEBI:16908	chemical-affects	ADH1A	DrugBank			http://pathwaycommons.org/pc12/Control_e2faba326effd51662f22f4bfbae6585;http://pathwaycommons.org/pc12/BiochemicalReaction_a1620a438599fd04d783eed7ef2f2386
CHEBI:16908	chemical-affects	ADH1B	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_f2dadb00878d375cc787d3e3f545093d;http://pathwaycommons.org/pc12/Control_105198b340d42e1bc63fb1c34050d291
CHEBI:16908	chemical-affects	ADH1C	DrugBank			http://pathwaycommons.org/pc12/Control_663b80299a0496d4959769ca04eb1bda;http://pathwaycommons.org/pc12/BiochemicalReaction_e5c4bce340de24c9abc700cad7eb149b
CHEBI:16908	chemical-affects	ADH4	DrugBank			http://pathwaycommons.org/pc12/Control_2e1edc0be637d212048e63aa91175b53;http://pathwaycommons.org/pc12/BiochemicalReaction_72a2e009f75404862a87efaece041481
CHEBI:16908	chemical-affects	ADH5	DrugBank			http://pathwaycommons.org/pc12/Control_fb64c917832320b929a7aabb00d9d06f;http://pathwaycommons.org/pc12/BiochemicalReaction_32c4162a66aa0e18ec138551d07f24f2
CHEBI:16908	chemical-affects	ADH7	DrugBank			http://pathwaycommons.org/pc12/Control_b781ec8ed9e103f7792fa5748b877357;http://pathwaycommons.org/pc12/BiochemicalReaction_2785128a025a7b2e7b3f4dfd8fca8d21
CHEBI:16908	chemical-affects	AKR1B1	DrugBank			http://pathwaycommons.org/pc12/Control_a33ce1625c4be532d3cb8a4881b0a93f;http://pathwaycommons.org/pc12/BiochemicalReaction_20292f51f8b40bc277df41d85188b98e
CHEBI:16908	chemical-affects	AKR1C1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_649c11541fb6b21744e9fb849cd25393;http://pathwaycommons.org/pc12/Control_4f4ac0232c682f0d566290b509af75e9
CHEBI:16908	chemical-affects	AKR1C2	DrugBank			http://pathwaycommons.org/pc12/Control_8d1191264d6f54ef21aea9d3afdc4c23;http://pathwaycommons.org/pc12/BiochemicalReaction_b9c2b340ef0747aeb10c45a49b497f62
CHEBI:16908	chemical-affects	AKR1C3	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_782fce6dfd9c3af91fba1a7bd623d06d;http://pathwaycommons.org/pc12/Control_5d6b8aaedfa82abd04ba01dac3af74cb
CHEBI:16908	chemical-affects	AKR1C4	DrugBank			http://pathwaycommons.org/pc12/Control_6d641d2ba28945f6d1e597769977b7d8;http://pathwaycommons.org/pc12/BiochemicalReaction_187f6c57870ad225032c0177d3a88f82
CHEBI:16908	chemical-affects	ALDH1A1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_f2baee943860780f3e068601118d739e;http://pathwaycommons.org/pc12/Control_d7ed8dd9b7d3bba0d1f4787db51896c2
CHEBI:16908	chemical-affects	ALDH1A2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_98eadf983230c88431b7c29f46612e45;http://pathwaycommons.org/pc12/Control_f9a8f2c744f12692d34c56ff1081877b
CHEBI:16908	chemical-affects	ALDH1A3	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_427de40e37ba8d9f5cce109063497e81;http://pathwaycommons.org/pc12/Control_3425cf8b6a7566f1cb4ce78b38aa6eda
CHEBI:16908	chemical-affects	ALDH1B1	DrugBank			http://pathwaycommons.org/pc12/Control_b946af1c20b82a1f550b3b2e97977593;http://pathwaycommons.org/pc12/BiochemicalReaction_bd77206892615ee45fd05439e81b4410
CHEBI:16908	chemical-affects	ALDH2	DrugBank			http://pathwaycommons.org/pc12/Control_22f37092f857ffe6ee22c1d989268f64;http://pathwaycommons.org/pc12/BiochemicalReaction_18c715a2e34ac328641876b0df8e3767
CHEBI:16908	chemical-affects	ALDH3A1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_f2bd9b6dd6b4931077bae773da4a01a2;http://pathwaycommons.org/pc12/Control_b430bc9be2d97a2102c71ca4fcad3da1
CHEBI:16908	chemical-affects	ALDH3A2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_2babf48f1a4f830ee8b7fc67cc44de2d;http://pathwaycommons.org/pc12/Control_879085d2f16b14432dcc14d9b9178787
CHEBI:16908	chemical-affects	ALDH3B1	DrugBank			http://pathwaycommons.org/pc12/Control_1f9a53f95cffe6865060f5b7d2c0171b;http://pathwaycommons.org/pc12/BiochemicalReaction_eb718236f07e9234e3d8b943909d7200
CHEBI:16908	chemical-affects	ALDH3B2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_e3de4b48e2821300a1ff058ad3f887da;http://pathwaycommons.org/pc12/Control_7de6fc177495af69af75f71e93b45882
CHEBI:16908	chemical-affects	ALDH4A1	DrugBank			http://pathwaycommons.org/pc12/Control_946362c5ada13bb8951becdc86633e67;http://pathwaycommons.org/pc12/BiochemicalReaction_addc6694f0c42eb1e52b984ba371a098
CHEBI:16908	chemical-affects	ALDH5A1	DrugBank			http://pathwaycommons.org/pc12/Control_5d2f8d279ecf3977ae5315aaae025ebf;http://pathwaycommons.org/pc12/BiochemicalReaction_97de1de12b5bc2eaa3bff958f1bfb32a
CHEBI:16908	chemical-affects	ALDH6A1	DrugBank			http://pathwaycommons.org/pc12/Control_ad0fbd63b8ae6511149d88159ff155ff;http://pathwaycommons.org/pc12/BiochemicalReaction_8f996456f09a82a56a52b585dbf495c9
CHEBI:16908	chemical-affects	ALDH7A1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_55c9b002d57d03526870c0583ca7d55f;http://pathwaycommons.org/pc12/Control_6e408885fc8ed99c17d32fd2038bbf3d
CHEBI:16908	chemical-affects	ALDH9A1	DrugBank			http://pathwaycommons.org/pc12/Control_261efded557ebacf3087e428b1e1995e;http://pathwaycommons.org/pc12/BiochemicalReaction_a673be0e4fef34249768e98acfcd099c
CHEBI:16908	chemical-affects	AMT	DrugBank			http://pathwaycommons.org/pc12/Control_8826a620a6dd5ed349f26e44e73a0bf0;http://pathwaycommons.org/pc12/BiochemicalReaction_97ab6490076e0cdac5723b14f194a4c3
CHEBI:16908	chemical-affects	BDH1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_aea868d4e9b6762209e0a37b9d14e039;http://pathwaycommons.org/pc12/Control_6649b5c9dfd1dc99dd1aa00e99a0e3df
CHEBI:16908	chemical-affects	BLVRA	DrugBank			http://pathwaycommons.org/pc12/Control_7d5c5c979b71aec16d1114d6eb5c464e;http://pathwaycommons.org/pc12/BiochemicalReaction_20356f3f39fa44cf01c6ce603d8c89cd
CHEBI:16908	chemical-affects	BLVRB	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_61138b6a622b42543f5307e7825ea608;http://pathwaycommons.org/pc12/Control_ede586c3b51b74c072133a28478c9113
CHEBI:16908	chemical-affects	CDO1	DrugBank			http://pathwaycommons.org/pc12/Control_19c7d9cc99bbd736bd1a0adc697c5b30;http://pathwaycommons.org/pc12/BiochemicalReaction_2315e93ea147793a42663fab0f2631b6
CHEBI:16908	chemical-affects	CYB5R3	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_b63755c1f3aa5ca77378c5d9b0b34071;http://pathwaycommons.org/pc12/Control_535a4047329b7c3fa6062b11e721f8c5
CHEBI:16908	chemical-affects	CYP17A1	DrugBank			http://pathwaycommons.org/pc12/Control_11496d50a59ed16610ed654a151530e2;http://pathwaycommons.org/pc12/BiochemicalReaction_555b6a08e8d021e66d206b5e7e271b7f
CHEBI:16908	chemical-affects	CYP4A11	DrugBank			http://pathwaycommons.org/pc12/Control_02f39d42c0d07e8abce77ca88886f282;http://pathwaycommons.org/pc12/BiochemicalReaction_7a110684a7bb74ecf546ce32e5ff8eb8
CHEBI:16908	chemical-affects	DHCR7	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_6b78f76fe7b9bde02ba56994e5e2c62b;http://pathwaycommons.org/pc12/Control_7c2dfc6dab569561ed6bbe32744f7410
CHEBI:16908	chemical-affects	DHFR	DrugBank			http://pathwaycommons.org/pc12/Control_afa39d9eb25607aae4b0cd88a8d66001;http://pathwaycommons.org/pc12/BiochemicalReaction_6504361589b11d15f847e319ac813518
CHEBI:16908	chemical-affects	DLAT	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_1285a037cfcee3d28c8072543b8d76f0;http://pathwaycommons.org/pc12/Control_6a81a2ad83dda3b792a176551b9b65a3
CHEBI:16908	chemical-affects	DLD	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_97cea577c2a4028cb90121e7c33d6f1e;http://pathwaycommons.org/pc12/Control_c814e80ab0fdf6e6a7f1d5cc255b87dc
CHEBI:16908	chemical-affects	EHHADH	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_cf0ecde4ea12701d3c3f2da444a3b953;http://pathwaycommons.org/pc12/Control_26d1ee4905fbfcba2acfbbe1e8376a19
CHEBI:16908	chemical-affects	GAPDHS	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_c3f0ec9f9b23ae0095a1fdd45b09d9a6;http://pathwaycommons.org/pc12/Control_c95ca800e41cd5bf06118125e68c45d4
CHEBI:16908	chemical-affects	GAPDH	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_e97a148aeb3d6cf5dacc1137aa62349c;http://pathwaycommons.org/pc12/Control_4907662637992317549abe9ec0e8a00f
CHEBI:16908	chemical-affects	GLUD1	DrugBank			http://pathwaycommons.org/pc12/Control_d87c70c8ff0e4ec5b06d71411fba0050;http://pathwaycommons.org/pc12/BiochemicalReaction_67ea846c172e3b73b5bcd30452d706b6
CHEBI:16908	chemical-affects	GLUD2	DrugBank			http://pathwaycommons.org/pc12/Control_a92122f96d7d096673584bd64596f5b0;http://pathwaycommons.org/pc12/BiochemicalReaction_fe455b2ea3da82d91d296f32df903458
CHEBI:16908	chemical-affects	GPD1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_9050270606efd8e6fbf5b1d7a8cd8a9c;http://pathwaycommons.org/pc12/Control_55b3b2c0cd4cb8156b1381f1778b06e7
CHEBI:16908	chemical-affects	GSR	DrugBank			http://pathwaycommons.org/pc12/Control_935380be9a5f6c3ecff6fae2e13eb1eb;http://pathwaycommons.org/pc12/BiochemicalReaction_cff0609976f716e57031a1c3da1e8edb
CHEBI:16908	chemical-affects	H6PD	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_70577520c5eef74631fee045a032ae18;http://pathwaycommons.org/pc12/Control_9f07a17f15b4fb8b9d6ff2de32f4161b
CHEBI:16908	chemical-affects	HADHA	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_db9492b0e2f449f837abbcc95fd98d7c;http://pathwaycommons.org/pc12/Control_1e43d64bdde6956a720aafddcf3b060b
CHEBI:16908	chemical-affects	HADH	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_303c5f4a6d5970b1b7f3d89681719826;http://pathwaycommons.org/pc12/Control_cf3f588468fc1c294dfc73de93c302d7
CHEBI:16908	chemical-affects	HIBADH	DrugBank			http://pathwaycommons.org/pc12/Control_dfdc1fe29d1a8e2fc4c312ce27d47b02;http://pathwaycommons.org/pc12/BiochemicalReaction_fe2b4d2b44e477df0378cc26b787dffd
CHEBI:16908	chemical-affects	HMGCR	DrugBank			http://pathwaycommons.org/pc12/Control_586e692792aa381e0efeff18a5cf818a;http://pathwaycommons.org/pc12/BiochemicalReaction_3324ad437d5ef985ff13dff7097f6a16
CHEBI:16908	chemical-affects	HMOX1	DrugBank			http://pathwaycommons.org/pc12/Control_05c334016360335d81ed48c33087e423;http://pathwaycommons.org/pc12/BiochemicalReaction_89c76c9ce82225c701e19105a5d67fdc
CHEBI:16908	chemical-affects	HMOX2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_aef56cd2b8ed6873ae6e3e8f50286735;http://pathwaycommons.org/pc12/Control_c671c7069ffe00267d20320947282bcd
CHEBI:16908	chemical-affects	HPGD	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_e444120fbcd7393ecc02ea699c82c641;http://pathwaycommons.org/pc12/Control_8de96f84726d9cc9e284f15e0e4edfd1
CHEBI:16908	chemical-affects	HSD11B1	DrugBank			http://pathwaycommons.org/pc12/Control_b8949df99c0b0d35f70c20339f6a095b;http://pathwaycommons.org/pc12/BiochemicalReaction_18f052350c27334321353137b0a2636a
CHEBI:16908	chemical-affects	HSD11B2	DrugBank			http://pathwaycommons.org/pc12/Control_432b7343c4b9968dda942e645b2977b0;http://pathwaycommons.org/pc12/BiochemicalReaction_551ad47fc7c2246683f377acfe2d772b
CHEBI:16908	chemical-affects	HSD17B10	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_afd0e95abe3f8179c3b0b8070cd1885a;http://pathwaycommons.org/pc12/Control_f01b198b5b86b033ead307fdebb8e32b
CHEBI:16908	chemical-affects	HSD17B1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_c3a5d7b8087f72a34a7a7c153a51d9fd;http://pathwaycommons.org/pc12/Control_f5b650d9d9c58f65205376522f2f6410
CHEBI:16908	chemical-affects	HSD17B2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_e1c4dfa334616ec1b0102fb97925cc13;http://pathwaycommons.org/pc12/Control_e3ea11a4ddad99e7fee50332b612a93b
CHEBI:16908	chemical-affects	HSD17B3	DrugBank			http://pathwaycommons.org/pc12/Control_734c4586b4535828cc062ebc4acac453;http://pathwaycommons.org/pc12/BiochemicalReaction_d1da371b9198c50ed33d88c29c28b55f
CHEBI:16908	chemical-affects	HSD17B4	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_0a26cae2e01a90567bb175b8dc3fd445;http://pathwaycommons.org/pc12/Control_caffbf96c8c391cdd75488f43588a117
CHEBI:16908	chemical-affects	HSD17B7	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_a7cf553ca5e41f9ae215e8b5a456edbd;http://pathwaycommons.org/pc12/Control_0e64d8fc2d7a85cb10f1cefdd1837260
CHEBI:16908	chemical-affects	HSD17B8	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_690794399470041a7398099ef28989d2;http://pathwaycommons.org/pc12/Control_8b1479ff4b3d1ea0fcc1e214dec15146
CHEBI:16908	chemical-affects	HSD3B1	DrugBank			http://pathwaycommons.org/pc12/Control_56706d8e907f3de3d740317f8db06519;http://pathwaycommons.org/pc12/BiochemicalReaction_bb47034e13c403b5957ec968183c79d5
CHEBI:16908	chemical-affects	HSD3B2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_08ac87f0168df1444793796b791bd963;http://pathwaycommons.org/pc12/Control_f8fed3be6396c68412f9c331a525fd3e
CHEBI:16908	chemical-affects	IDH3A	DrugBank			http://pathwaycommons.org/pc12/Control_6be954676a6906c68a0c3cfbc4e5523b;http://pathwaycommons.org/pc12/BiochemicalReaction_0d48504cf72ca31c4992aaba961dac76
CHEBI:16908	chemical-affects	IDH3B	DrugBank			http://pathwaycommons.org/pc12/Control_48fd4462cd322619bf44d405d581309f;http://pathwaycommons.org/pc12/BiochemicalReaction_70559362ebc68dfdb9306ad11236a98e
CHEBI:16908	chemical-affects	IDH3G	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_6ed306ee9207a4800be5642b35c53be5;http://pathwaycommons.org/pc12/Control_5a313faff92599c21c06ddc3b948dfc4
CHEBI:16908	chemical-affects	IMPDH1	DrugBank			http://pathwaycommons.org/pc12/Control_aeb6a148426585da8110ea8dcce8a089;http://pathwaycommons.org/pc12/BiochemicalReaction_aa71ef7eec92140f0a431d0d3245786e
CHEBI:16908	chemical-affects	IMPDH2	DrugBank			http://pathwaycommons.org/pc12/Control_9504a4255ae4e81d98019d06c4406e80;http://pathwaycommons.org/pc12/BiochemicalReaction_40eb59623d7acb7b9f451c84afa325f6
CHEBI:16908	chemical-affects	LDHAL6A	DrugBank			http://pathwaycommons.org/pc12/Control_333a1b9607cb1a855cb5ead70ea6154d;http://pathwaycommons.org/pc12/BiochemicalReaction_2f083c36f40dbb3235311f7dd056d62a
CHEBI:16908	chemical-affects	LDHAL6B	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_6efeb685b4095e117aed1c5b1f46e6a6;http://pathwaycommons.org/pc12/Control_db9b86fd8a3d5b5a2626e8ebcc634585
CHEBI:16908	chemical-affects	LDHA	DrugBank			http://pathwaycommons.org/pc12/Control_86958a28c877080c44e205873e84215c;http://pathwaycommons.org/pc12/BiochemicalReaction_fb3fa38c8670c48f59c37266251dfe5b
CHEBI:16908	chemical-affects	LDHB	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_1c6d9b02f0e34fa7788e3692b6ec45f0;http://pathwaycommons.org/pc12/Control_d4c54d775d5a13c29f99670337d08734
CHEBI:16908	chemical-affects	LDHC	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_1a950f89ac718751ce4b142209e66b39;http://pathwaycommons.org/pc12/Control_956a0f53159ff18bed7f9769b18a9573
CHEBI:16908	chemical-affects	MDH1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_440be053cab2dd8f9b0e95a49040ff68;http://pathwaycommons.org/pc12/Control_4c2085d225438fb149d2033738c72e75
CHEBI:16908	chemical-affects	MDH2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_0b8cd734e44257efcea9ac000e19eea2;http://pathwaycommons.org/pc12/Control_ad11badd358e22afb6f3b2f10996461d
CHEBI:16908	chemical-affects	ME1	DrugBank			http://pathwaycommons.org/pc12/Control_906d0befea3fa2853b346786b5114391;http://pathwaycommons.org/pc12/BiochemicalReaction_23309bf013be7dc31f459dce5bd8a27b
CHEBI:16908	chemical-affects	ME2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_45b1306eed26dc6f643ee4a21f869377;http://pathwaycommons.org/pc12/Control_e97c208bc77486a02feb15c812b13044
CHEBI:16908	chemical-affects	ME3	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_21353a3935a61dec66bdcd962aa5f4d3;http://pathwaycommons.org/pc12/Control_2880fb2ace43cccfa466f3fcaf1ad613
CHEBI:16908	chemical-affects	MSMO1	DrugBank			http://pathwaycommons.org/pc12/Control_2538175e9522e6443d46228fdb1ab578;http://pathwaycommons.org/pc12/BiochemicalReaction_eec377a0fe1f797e9c2837846b340464
CHEBI:16908	chemical-affects	MT-ND1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_cf838151b5d2277bbb28da350d529007;http://pathwaycommons.org/pc12/Control_f00964ab4862d57c69615f036100c009
CHEBI:16908	chemical-affects	MT-ND2	DrugBank			http://pathwaycommons.org/pc12/Control_180ed47b4dd9546adca32333cd5740e0;http://pathwaycommons.org/pc12/BiochemicalReaction_47bd1791ee5719ca881c19f1e7858fb3
CHEBI:16908	chemical-affects	MT-ND3	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_40a99167d89ff7dab7c2b6a41d8d2698;http://pathwaycommons.org/pc12/Control_40f6e2d6da4e25f88c1c96add872e190
CHEBI:16908	chemical-affects	MT-ND4L	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_95c85e7245710791aadd30ded15bad6a;http://pathwaycommons.org/pc12/Control_15d02b14ca17c9ca9799d976c7ca91ce
CHEBI:16908	chemical-affects	MT-ND4	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_f07a3d1b4b3e3420c41c2e3cf3f32ecb;http://pathwaycommons.org/pc12/Control_17e231c9c9fdb650d446e8e195b8f850
CHEBI:16908	chemical-affects	MT-ND5	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_c8fff950abd3743c2fa4758ec6f2b4a5;http://pathwaycommons.org/pc12/Control_66885b45d5c88633de6e4b8e44003bed
CHEBI:16908	chemical-affects	MT-ND6	DrugBank			http://pathwaycommons.org/pc12/Control_be1c17b60907cc3f5900a9b2a975da7b;http://pathwaycommons.org/pc12/BiochemicalReaction_ab31ab83a2117f060e9a295e8c19cce1
CHEBI:16908	chemical-affects	MTHFD1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_50373cc0e3b6c0958d5bfbe5fc51ac06;http://pathwaycommons.org/pc12/Control_7af0d3fc94101d68e8fb19a4f526a21c
CHEBI:16908	chemical-affects	MTHFD2	DrugBank			http://pathwaycommons.org/pc12/Control_96fafadb7f339500381b8453596590f0;http://pathwaycommons.org/pc12/BiochemicalReaction_8ade9cac836a9c25665326cc38ff87c0
CHEBI:16908	chemical-affects	NDUFA10	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_e13fa1d89bf371d78ebc0140c6a4a1d8;http://pathwaycommons.org/pc12/Control_71ed37e5b505ec32fe0893908c88ee6a
CHEBI:16908	chemical-affects	NDUFA11	DrugBank			http://pathwaycommons.org/pc12/Control_8092427993c61545c114fce2b7b2570b;http://pathwaycommons.org/pc12/BiochemicalReaction_ce0a1b589a0811fb64f72feb45a14d0b
CHEBI:16908	chemical-affects	NDUFA12	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_adb68a34df86b66ad2c4dc4f4c616c7b;http://pathwaycommons.org/pc12/Control_69a0b36795f7ca3cea33be37b9795f4f
CHEBI:16908	chemical-affects	NDUFA13	DrugBank			http://pathwaycommons.org/pc12/Control_66be63838012fa3d6be9d5585ddcb7e1;http://pathwaycommons.org/pc12/BiochemicalReaction_278ab76c2e67a6c0e545415566e7e45c
CHEBI:16908	chemical-affects	NDUFA1	DrugBank			http://pathwaycommons.org/pc12/Control_1669bb3e4a3b24722e1ab291dbc4e1d4;http://pathwaycommons.org/pc12/BiochemicalReaction_7820fafaaf2b19f502cc91f1b10a1ef1
CHEBI:16908	chemical-affects	NDUFA2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_a431a349ab04aa411627188fc1b425cf;http://pathwaycommons.org/pc12/Control_6247248081d2d20f4b05801df8c76930
CHEBI:16908	chemical-affects	NDUFA3	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_106f55910d2cc336b3d0526955fd6d80;http://pathwaycommons.org/pc12/Control_ea1807714700342e585108058facb6cd
CHEBI:16908	chemical-affects	NDUFA4L2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_6f02a8149770601bc63e1446d042ee07;http://pathwaycommons.org/pc12/Control_10b18119f3fedf26188cc02cf49edfc7
